galfit result file run on 11-14-2014
type galaxyID timeStep age(GYr) redshift(z) camera filter px(pixels) errpx(pixels) py(pixels) errpy(pixels) mag errmag rad(pixels) errrad(pixels) rad(kpc) errrad(kpc) sersicIndex(n) errsersicIndex(n) b/a errb/a angle(deg) errangle(deg) rff sky
bulge VELA05 290 2.704 2.44827586207 0 F160W 280.0458 0.1675 303.3861 0.2117 19.8565 0.0051 67.8135 0.3287 67.8135 0.3287 0.5809 0.0039 0.7976 0.0021 -41.3687 0.5863 0.429339064731 0.000e+00
disk VELA05 290 2.704 2.44827586207 1 F160W 298.0190 0.1802 293.6717 0.1066 19.7396 0.0049 54.8791 0.2150 54.8791 0.215 1.0000 0.0 0.5596 0.0020 81.0814 0.1379 0.37820365424 0.000e+00
bulge VELA05 290 2.704 2.44827586207 1 F160W 300.8675 0.0691 301.4129 0.0415 20.0257 0.0065 17.5643 0.0917 17.5643 0.0917 0.8624 0.0103 0.5333 0.0028 -76.9918 0.3083 0.287715407698 0.000e+00
disk VELA05 290 2.704 2.44827586207 5 F160W 306.1943 0.2228 299.3490 0.0714 20.8592 0.0189 32.2681 0.3512 32.2681 0.3512 1.0000 0.0 0.2282 0.0028 85.4199 0.1956 0.296591149894 0.000e+00
bulge VELA05 290 2.704 2.44827586207 5 F160W 300.6690 0.0313 301.6953 0.0292 19.2063 0.0041 21.9602 0.0796 21.9602 0.0796 1.8950 0.0071 0.9157 0.0024 34.9102 1.8623 0.297923925383 0.000e+00
disk VELA05 290 2.704 2.44827586207 6 F160W 306.1446 0.1099 292.7886 0.0955 19.5845 0.0031 49.8385 0.1289 49.8385 0.1289 1.0000 0.0 0.5969 0.0017 72.8006 0.1701 0.412316619336 0.000e+00
bulge VELA05 290 2.704 2.44827586207 6 F160W 296.8016 0.0599 299.2516 0.0406 20.0107 0.0049 16.1322 0.0769 16.1322 0.0769 0.7111 0.0077 0.6023 0.0028 -70.9133 0.3834 0.334748824136 0.000e+00
disk VELA05 290 2.704 2.44827586207 7 F160W 300.3307 0.0383 301.1155 0.0353 19.3891 0.0031 13.5073 0.0588 13.5073 0.0588 1.0000 0.0 0.9035 0.0029 -69.1124 1.3950 0.230682481649 0.000e+00
bulge VELA05 290 2.704 2.44827586207 7 F160W 320.0727 0.1547 303.2206 0.1955 19.8421 0.0049 67.4206 0.3154 67.4206 0.3154 0.5694 0.0037 0.7809 0.0020 43.2625 0.5287 0.401912494201 0.000e+00
disk VELA05 290 2.704 2.44827586207 8 F160W 300.4203 0.0386 301.2136 0.0347 19.3905 0.0032 13.6813 0.0585 13.6813 0.0585 1.0000 0.0 0.8772 0.0029 -72.8667 1.0616 0.226474903034 0.000e+00
bulge VELA05 290 2.704 2.44827586207 8 F160W 320.3312 0.1586 301.1670 0.1966 19.8482 0.0048 68.2323 0.3090 68.2323 0.309 0.5508 0.0036 0.7650 0.0019 39.4018 0.4763 0.397882731402 0.000e+00
disk VELA05 300 2.842 2.33333333333 0 F160W 299.4109 0.1350 303.7900 0.1556 19.1922 0.0039 47.0367 0.1671 47.0367 0.1671 1.0000 0.0 0.9110 0.0026 -18.1356 1.1585 0.323076498377 0.000e+00
bulge VELA05 300 2.842 2.33333333333 0 F160W 300.3046 0.0462 299.7130 0.0535 19.9960 0.0059 9.9146 0.0768 9.9146 0.0768 0.8137 0.0127 0.8577 0.0046 -8.9073 1.6893 0.180966300286 0.000e+00
disk VELA05 300 2.842 2.33333333333 1 F160W 295.8472 0.1583 297.5907 0.0755 19.6041 0.0109 50.3043 0.1842 50.3043 0.1842 1.0000 0.0 0.3072 0.0018 -87.1070 0.1125 0.252934357005 0.000e+00
bulge VELA05 300 2.842 2.33333333333 1 F160W 300.5903 0.0516 300.5767 0.0337 19.6421 0.0113 26.9555 0.2245 26.9555 0.2245 2.2511 0.0128 0.6815 0.0042 83.6712 0.5941 0.243578725816 0.000e+00
disk VELA05 300 2.842 2.33333333333 5 F160W 305.0302 0.5766 306.1385 0.5084 21.8258 0.0566 36.2260 0.9267 36.226 0.9267 1.0000 0.0 0.2268 0.0089 -48.7583 0.5040 0.255725975202 0.000e+00
bulge VELA05 300 2.842 2.33333333333 5 F160W 299.8695 0.0342 300.8726 0.0389 18.9201 0.0038 27.5761 0.1203 27.5761 0.1203 1.8562 0.0068 0.8977 0.0035 40.2989 0.9892 0.271094349945 0.000e+00
disk VELA05 300 2.842 2.33333333333 6 F160W 301.4705 0.0899 299.7848 0.0514 19.0997 0.0028 47.7203 0.0982 47.7203 0.0982 1.0000 0.0 0.5133 0.0013 79.0441 0.0956 0.358908714747 0.000e+00
bulge VELA05 300 2.842 2.33333333333 6 F160W 300.4456 0.0735 298.5443 0.0383 21.0911 0.0111 12.7299 0.1315 12.7299 0.1315 0.8413 0.0188 0.3422 0.0035 -59.9888 0.3358 0.25177820824 0.000e+00
disk VELA05 300 2.842 2.33333333333 8 F160W 299.6226 0.0382 300.6772 0.0416 19.5408 0.0040 12.5284 0.0697 12.5284 0.0697 1.0000 0.0 0.9242 0.0037 30.6130 2.3049 0.153055556319 0.000e+00
bulge VELA05 300 2.842 2.33333333333 8 F160W 293.4934 0.1848 304.8049 0.2280 19.4259 0.0034 69.5087 0.3004 69.5087 0.3004 0.4088 0.0034 0.8476 0.0021 21.3964 0.6638 0.40465177258 0.000e+00
disk VELA05 310 2.982 2.22580645161 0 F160W 295.8111 0.1356 295.8222 0.1494 19.4062 0.0074 47.5244 0.1925 47.5244 0.1925 1.0000 0.0 0.9219 0.0024 0.3513 1.3858 0.300016951343 0.000e+00
bulge VELA05 310 2.982 2.22580645161 0 F160W 299.9254 0.0284 300.8194 0.0335 19.8264 0.0107 11.5186 0.1096 11.5186 0.1096 1.4801 0.0156 0.8235 0.0040 -20.7014 1.1075 0.138905318904 0.000e+00
disk VELA05 310 2.982 2.22580645161 1 F160W 301.4403 0.1570 298.0609 0.0706 19.6384 0.0075 49.6512 0.2366 49.6512 0.2366 1.0000 0.0 0.3891 0.0015 89.3869 0.1027 0.238008025725 0.000e+00
bulge VELA05 310 2.982 2.22580645161 1 F160W 301.3780 0.0224 301.0309 0.0177 19.8094 0.0088 21.5051 0.1759 21.5051 0.1759 2.6693 0.0129 0.6252 0.0036 79.2320 0.4595 0.173566638517 0.000e+00
disk VELA05 310 2.982 2.22580645161 5 F160W 304.6955 0.0902 296.9232 0.0992 19.2898 0.0037 43.5499 0.1093 43.5499 0.1093 1.0000 0.0 0.9290 0.0028 51.5955 1.3497 0.293366436329 0.000e+00
bulge VELA05 310 2.982 2.22580645161 5 F160W 299.2963 0.0323 301.0702 0.0364 20.0289 0.0072 9.7035 0.0683 9.7035 0.0683 1.1182 0.0140 0.8742 0.0047 -26.5397 1.7640 0.153444602193 0.000e+00
disk VELA05 310 2.982 2.22580645161 6 F160W 308.2497 0.1133 299.9846 0.0431 19.5320 0.0070 50.6813 0.0976 50.6813 0.0976 1.0000 0.0 0.3468 0.0012 80.2026 0.0771 0.308572381908 0.000e+00
bulge VELA05 310 2.982 2.22580645161 6 F160W 301.4407 0.0359 299.3969 0.0277 20.1707 0.0127 22.3388 0.1160 22.3388 0.116 1.8625 0.0091 0.5524 0.0033 -62.7900 0.5263 0.264231178347 0.000e+00
disk VELA05 310 2.982 2.22580645161 7 F160W 305.0531 0.1204 297.0934 0.1440 19.3485 0.0048 46.5941 0.1626 46.5941 0.1626 1.0000 0.0 0.9419 0.0027 16.4780 1.8447 0.291318984313 0.000e+00
bulge VELA05 310 2.982 2.22580645161 7 F160W 299.2368 0.0331 300.6695 0.0386 19.8948 0.0079 10.9077 0.0885 10.9077 0.0885 1.2407 0.0146 0.8380 0.0039 17.7868 1.2605 0.135075095404 0.000e+00
disk VELA05 310 2.982 2.22580645161 8 F160W 305.0528 0.1127 297.4804 0.1381 19.3257 0.0046 45.5666 0.1570 45.5666 0.157 1.0000 0.0 0.9108 0.0025 16.9539 1.1304 0.287463869938 0.000e+00
bulge VELA05 310 2.982 2.22580645161 8 F160W 299.2414 0.0346 300.6935 0.0397 19.9531 0.0081 10.3335 0.0831 10.3335 0.0831 1.1996 0.0146 0.8551 0.0042 12.0824 1.5083 0.136041940875 0.000e+00
disk VELA05 320 3.124 2.125 0 F160W 295.2293 0.0000 305.4397 0.0000 24.0031 0.0000 8.140e-03 4.596e-06 0.00814 4.596e-06 1.0000 0.0 0.0382 0.0000 -26.7156 0.0000 0 0.000e+00
bulge VELA05 320 3.124 2.125 0 F160W 300.2294 0.0256 300.4399 0.0261 18.9851 0.0029 24.5899 0.0850 24.5899 0.085 1.9839 0.0064 0.9432 0.0025 12.4606 1.6037 0.193136399847 0.000e+00
disk VELA05 320 3.124 2.125 1 F160W 294.2147 0.1408 299.8955 0.0607 19.6941 0.0074 51.4349 0.1776 51.4349 0.1776 1.0000 0.0 0.3554 0.0013 89.1201 0.0914 0.250658949379 0.000e+00
bulge VELA05 320 3.124 2.125 1 F160W 299.5458 0.0274 301.3362 0.0202 20.0715 0.0107 21.7607 0.1432 21.7607 0.1432 2.5426 0.0148 0.6609 0.0039 71.2667 0.6074 0.214140994656 0.000e+00
disk VELA05 320 3.124 2.125 5 F160W 299.6453 0.1209 304.2098 0.1121 19.3221 0.0035 43.5693 0.1266 43.5693 0.1266 1.0000 0.0 0.9865 0.0026 31.2048 7.4124 0.231176172612 0.000e+00
bulge VELA05 320 3.124 2.125 5 F160W 300.2525 0.0247 300.9782 0.0247 20.1462 0.0074 9.2240 0.0676 9.224 0.0676 1.2460 0.0146 0.8487 0.0046 -46.1728 1.4570 0.114898007837 0.000e+00
disk VELA05 320 3.124 2.125 6 F160W 299.1698 0.1514 299.8584 0.0592 19.7960 0.0084 51.6999 0.1692 51.6999 0.1692 1.0000 0.0 0.3153 0.0012 84.8652 0.0799 0.270013421393 0.000e+00
bulge VELA05 320 3.124 2.125 6 F160W 302.5020 0.0357 300.3607 0.0263 20.0017 0.0101 21.4163 0.1132 21.4163 0.1132 2.0160 0.0085 0.7549 0.0037 -58.7349 0.9585 0.233460846377 0.000e+00
disk VELA05 320 3.124 2.125 7 F160W 295.2870 0.0000 306.3427 0.0000 27.7190 0.0000 1.000e-02 3.386e-15 0.01 3.386e-15 1.0000 0.0 0.0500 0.0000 63.1242 0.0000 0 0.000e+00
bulge VELA05 320 3.124 2.125 7 F160W 300.3347 0.0284 301.2844 0.0299 18.9694 0.0028 24.0700 0.0813 24.07 0.0813 2.0787 0.0062 0.9415 0.0023 -29.7260 1.4677 0.177471898595 0.000e+00
disk VELA05 320 3.124 2.125 8 F160W 305.2036 47856652124160.0000 296.3180 6776200626176.0000 20.4335 290029612040192.0000 1.000e-02 3.352e+12 0.01 3.352e+12 1.0000 0.0 0.0500 13870267629568.0000 -74.9411 4502680504369152.0000 0 0.000e+00
bulge VELA05 320 3.124 2.125 8 F160W 300.2048 0.0233 301.2721 0.0246 18.9713 0.0028 24.2729 0.0827 24.2729 0.0827 2.0546 0.0064 0.9298 0.0023 -37.6128 1.2879 0.180465632336 0.000e+00
disk VELA05 330 3.268 2.0303030303 1 F160W 301.7979 0.1357 299.7419 0.0585 19.5668 0.0034 51.9349 0.1514 51.9349 0.1514 1.0000 0.0 0.3971 0.0013 88.9909 0.0910 0.236709993393 0.000e+00
bulge VELA05 330 3.268 2.0303030303 1 F160W 301.4810 0.0141 301.0160 0.0175 20.3926 0.0076 16.6673 0.1868 16.6673 0.1868 2.9029 0.0191 0.6086 0.0043 71.1449 0.6554 0.183988887007 0.000e+00
disk VELA05 330 3.268 2.0303030303 6 F160W 295.2233 0.1562 300.7686 0.0553 19.9974 0.0097 51.1437 0.1644 51.1437 0.1644 1.0000 0.0 0.2581 0.0016 82.8822 0.0766 0.295943856966 0.000e+00
bulge VELA05 330 3.268 2.0303030303 6 F160W 299.7712 0.0726 301.5447 0.0735 19.9800 0.0095 33.3477 0.1427 33.3477 0.1427 1.5505 0.0070 0.7144 0.0030 -85.7546 0.5585 0.308471266014 0.000e+00
disk VELA05 330 3.268 2.0303030303 8 F160W 305.0629 0.0000 300.0127 0.0000 25.3428 0.0000 9.417e-03 1.276e-06 0.009417 1.276e-06 1.0000 0.0 0.0423 0.0000 -3.3235 0.0000 0 0.000e+00
other VELA05 330 3.268 2.0303030303 8 F160W 305.1684 0.0868 457.9197 0.1166 22.7081 0.0170 9.8677 0.1674 9.8677 0.1674 1.2702 0.0327 0.7442 0.0125 -2.4253 2.0443 0.739438434919 0.000e+00
bulge VELA05 330 3.268 2.0303030303 8 F160W 299.9662 0.0268 300.3521 0.0245 18.9980 0.0029 21.2485 0.0786 21.2485 0.0786 2.3245 0.0074 0.9846 0.0026 -68.2190 6.2324 0.194146381237 0.000e+00
disk VELA05 340 3.413 1.94117647059 1 F160W 305.2481 0.1358 299.7575 0.0515 19.6036 0.0041 53.2955 0.1736 53.2955 0.1736 1.0000 0.0 0.2958 0.0011 -89.8901 0.0710 0.224486519147 0.000e+00
bulge VELA05 340 3.413 1.94117647059 1 F160W 300.1320 0.0220 301.3964 0.0119 19.9902 0.0059 16.7496 0.1282 16.7496 0.1282 2.9080 0.0155 0.6751 0.0038 69.4387 0.6410 0.181769839843 0.000e+00
disk VELA05 340 3.413 1.94117647059 5 F160W 300.9438 0.1388 299.3105 0.1308 19.2736 0.0048 47.2410 0.1854 47.241 0.1854 1.0000 0.0 0.9097 0.0024 -76.1151 1.1514 0.230516833647 0.000e+00
bulge VELA05 340 3.413 1.94117647059 5 F160W 301.0065 0.0228 300.7446 0.0220 20.0550 0.0096 7.6721 0.0864 7.6721 0.0864 1.7608 0.0182 0.9597 0.0066 -7.2688 6.3839 0.144629004848 0.000e+00
disk VELA05 340 3.413 1.94117647059 6 F160W 299.5531 0.1721 299.2328 0.0368 19.8103 0.0082 50.6762 0.1795 50.6762 0.1795 1.0000 0.0 0.2368 0.0010 83.4309 0.0697 0.242881771673 0.000e+00
bulge VELA05 340 3.413 1.94117647059 6 F160W 300.5619 0.0676 300.3445 0.0496 19.9519 0.0094 32.9729 0.1464 32.9729 0.1464 1.8233 0.0072 0.6451 0.0027 -82.7942 0.4704 0.277354443566 0.000e+00
disk VELA05 350 3.560 1.85714285714 0 F160W 298.6925 0.1224 298.6842 0.1127 19.4041 0.0107 49.9069 0.2095 49.9069 0.2095 1.0000 0.0 0.8776 0.0026 54.2956 0.7992 0.228445581726 0.000e+00
bulge VELA05 350 3.560 1.85714285714 0 F160W 300.2298 0.0153 300.6938 0.0136 19.9399 0.0172 9.6417 0.2071 9.6417 0.2071 2.3025 0.0333 0.9211 0.0065 -37.9393 3.0121 0.126213046355 0.000e+00
disk VELA05 350 3.560 1.85714285714 1 F160W 303.0456 0.1162 299.2379 0.0434 19.5461 0.0038 52.2305 0.1242 52.2305 0.1242 1.0000 0.0 0.2967 0.0010 -87.9473 0.0633 0.228196183047 0.000e+00
bulge VELA05 350 3.560 1.85714285714 1 F160W 300.4615 0.0149 301.1855 0.0176 20.2155 0.0070 16.2194 0.0902 16.2194 0.0902 2.6937 0.0135 0.7591 0.0045 69.7350 1.0055 0.183639880828 0.000e+00
disk VELA05 350 3.560 1.85714285714 5 F160W 302.1585 0.1338 297.5378 0.0895 19.3567 0.0104 48.3336 0.1917 48.3336 0.1917 1.0000 0.0 0.8758 0.0023 -81.5011 0.7435 0.219143039649 0.000e+00
bulge VELA05 350 3.560 1.85714285714 5 F160W 300.0408 0.0190 300.6033 0.0157 19.9902 0.0183 9.4170 0.2125 9.417 0.2125 2.2874 0.0343 0.9354 0.0067 -0.3587 3.7771 0.117282667177 0.000e+00
disk VELA05 350 3.560 1.85714285714 6 F160W 305.4798 0.1542 298.9406 0.0532 19.8555 0.0100 59.6992 0.2065 59.6992 0.2065 1.0000 0.0 0.2371 0.0009 83.7510 0.0589 0.198444731271 0.000e+00
bulge VELA05 350 3.560 1.85714285714 6 F160W 299.9321 0.0359 300.9850 0.0222 19.8293 0.0099 25.4101 0.1422 25.4101 0.1422 2.2948 0.0103 0.5675 0.0023 -80.7963 0.3507 0.177142105084 0.000e+00
disk VELA05 350 3.560 1.85714285714 8 F160W 298.9163 0.1090 297.8499 0.1054 19.4129 0.0106 50.4109 0.2179 50.4109 0.2179 1.0000 0.0 0.8796 0.0026 42.4273 0.7923 0.225835341539 0.000e+00
bulge VELA05 350 3.560 1.85714285714 8 F160W 300.4743 0.0155 300.9783 0.0187 19.9243 0.0168 9.9699 0.2039 9.9699 0.2039 2.2377 0.0313 0.9089 0.0061 -47.8232 2.5302 0.12295367131 0.000e+00
disk VELA05 360 3.709 1.77777777778 1 F160W 302.1237 0.0859 301.1436 0.0339 19.4886 0.0037 42.4844 0.0729 42.4844 0.0729 1.0000 0.0 0.3120 0.0010 -87.3717 0.0718 0.241565711562 0.000e+00
bulge VELA05 360 3.709 1.77777777778 1 F160W 299.7567 0.0211 300.2666 0.0167 20.3883 0.0085 15.5227 0.1010 15.5227 0.101 2.7492 0.0158 0.7444 0.0045 49.0665 1.0605 0.213801042838 0.000e+00
other VELA05 360 3.709 1.77777777778 5 F160W 257.8885 0.0014 192.4313 0.0010 22.6296 0.0016 18.9751 0.0120 18.9751 0.012 1.8496 0.0029 0.4241 0.0003 58.1593 0.0018 0.867061032315 0.000e+00
disk VELA05 360 3.709 1.77777777778 5 F160W 305.7384 1971.9818 295.6906 1343.1467 22.4962 1958202.3750 7.851e-03 2.424e+03 0.007851 2424.0 1.0000 0.0 0.1593 67963.5547 41.1711 4975384.5000 0 0.000e+00
other VELA05 360 3.709 1.77777777778 5 F160W 417.8409 0.0427 326.6570 0.0281 22.4841 0.0124 9.2644 0.2655 9.2644 0.2655 3.0829 0.0679 0.7657 0.0115 -59.8147 2.3021 0.480639741225 0.000e+00
bulge VELA05 360 3.709 1.77777777778 5 F160W 300.7396 0.0322 300.6824 0.0293 18.9942 0.0029 23.7731 0.0847 23.7731 0.0847 2.0792 0.0067 0.9004 0.0023 79.9198 0.9584 0.174761856494 0.000e+00
disk VELA05 360 3.709 1.77777777778 6 F160W 297.6738 0.1432 300.6759 0.0454 19.5992 0.0048 53.9346 0.1568 53.9346 0.1568 1.0000 0.0 0.2966 0.0009 86.1384 0.0642 0.244190824148 0.000e+00
bulge VELA05 360 3.709 1.77777777778 6 F160W 300.9882 0.0243 301.4683 0.0104 20.0704 0.0076 17.8342 0.1580 17.8342 0.158 2.7648 0.0146 0.5741 0.0031 -78.8286 0.4269 0.181599797262 0.000e+00
disk VELA05 360 3.709 1.77777777778 7 F160W 295.3667 70.6596 305.2680 21.0983 24.6887 15630.4639 0.0111 42.4817 0.0111 42.4817 1.0000 0.0 0.1737 223.3685 47.4302 1662010.8750 0 0.000e+00
other VELA05 360 3.709 1.77777777778 7 F160W 258.1546 0.1798 423.7467 0.0629 22.7019 0.0181 17.9589 0.3845 17.9589 0.3845 1.5405 0.0465 0.3323 0.0065 -82.3882 0.4823 0.925664217799 0.000e+00
bulge VELA05 360 3.709 1.77777777778 7 F160W 300.3647 0.0227 300.2735 0.0211 18.9824 0.0029 23.8068 0.0878 23.8068 0.0878 2.2486 0.0074 0.9005 0.0025 -54.7758 0.9642 0.162433061747 0.000e+00
disk VELA05 370 3.859 1.7027027027 0 F160W 305.4927 0.0003 305.6260 0.0001 -18.9176 0.0000 1.000e-02 8.908e-04 0.01 0.0008908 1.0000 0.0 0.0500 0.0001 -22.1832 0.0000 0 0.000e+00
bulge VELA05 370 3.859 1.7027027027 0 F160W 300.5349 0.0197 300.4273 0.0188 19.1499 0.0025 19.2333 0.0800 19.2333 0.08 2.4952 0.0092 0.9429 0.0023 88.3270 2.0004 0.129081467079 0.000e+00
disk VELA05 370 3.859 1.7027027027 1 F160W 297.4472 0.1368 300.9176 0.0451 19.7042 0.0055 50.7370 0.1282 50.737 0.1282 1.0000 0.0 0.2884 0.0010 -84.2316 0.0576 0.206853493432 0.000e+00
bulge VELA05 370 3.859 1.7027027027 1 F160W 300.2186 0.0262 300.9083 0.0187 20.0034 0.0072 18.1814 0.0887 18.1814 0.0887 2.2537 0.0096 0.6794 0.0032 61.1917 0.6124 0.185753851175 0.000e+00
disk VELA05 370 3.859 1.7027027027 5 F160W 295.1996 14.2922 305.7627 4.1940 21.0457 2379.2141 9.582e-03 3.542e+00 0.009582 3.542 1.0000 0.0 0.2083 278.4232 -17.8383 11895.3730 0 0.000e+00
bulge VELA05 370 3.859 1.7027027027 5 F160W 300.2004 0.0337 300.7706 0.0310 18.9612 0.0027 25.7874 0.0856 25.7874 0.0856 2.0537 0.0061 0.8992 0.0022 -80.4925 0.8306 0.186379042202 0.000e+00
disk VELA05 370 3.859 1.7027027027 6 F160W 299.5102 0.1370 300.2163 0.0433 19.5780 0.0052 57.9015 0.1640 57.9015 0.164 1.0000 0.0 0.2768 0.0008 87.6538 0.0538 0.172168471693 0.000e+00
bulge VELA05 370 3.859 1.7027027027 6 F160W 300.0724 0.0236 301.0541 0.0161 20.0894 0.0086 17.5153 0.1216 17.5153 0.1216 2.5831 0.0120 0.5898 0.0029 -85.8337 0.3945 0.131302544809 0.000e+00
disk VELA05 380 4.010 1.63157894737 1 F160W 300.1061 0.1308 299.9151 0.0353 19.8421 0.0050 52.1400 0.1062 52.14 0.1062 1.0000 0.0 0.2131 0.0008 -87.9750 0.0440 0.173569383325 0.000e+00
bulge VELA05 380 4.010 1.63157894737 1 F160W 300.6310 0.0278 300.0395 0.0198 19.8842 0.0052 19.9019 0.0917 19.9019 0.0917 2.1460 0.0069 0.7581 0.0024 68.5720 0.6367 0.15261016434 0.000e+00
disk VELA05 380 4.010 1.63157894737 6 F160W 300.8281 0.1549 300.5071 0.0444 19.8009 0.0075 59.1664 0.1890 59.1664 0.189 1.0000 0.0 0.2317 0.0009 87.0201 0.0495 0.172028285947 0.000e+00
bulge VELA05 380 4.010 1.63157894737 6 F160W 300.2280 0.0229 300.8351 0.0151 19.8185 0.0078 21.2291 0.1399 21.2291 0.1399 2.5096 0.0097 0.5804 0.0027 89.7049 0.2660 0.121683306395 0.000e+00
disk VELA05 390 4.162 1.5641025641 1 F160W 299.8498 0.1119 299.6229 0.0378 19.6526 0.0040 53.1394 0.1265 53.1394 0.1265 1.0000 0.0 0.2449 0.0008 -86.8742 0.0466 0.216605903484 0.000e+00
bulge VELA05 390 4.162 1.5641025641 1 F160W 300.4855 0.0117 300.6901 0.0117 19.8742 0.0049 16.1989 0.0784 16.1989 0.0784 2.5502 0.0094 0.7852 0.0032 64.2732 0.7719 0.17462008625 0.000e+00
disk VELA05 390 4.162 1.5641025641 5 F160W 303.5657 0.1419 302.4696 0.1220 19.4256 0.0086 53.4560 0.1972 53.456 0.1972 1.0000 0.0 0.8030 0.0023 87.0643 0.4565 0.205786353524 0.000e+00
bulge VELA05 390 4.162 1.5641025641 5 F160W 300.4655 0.0115 300.5565 0.0123 19.8931 0.0130 9.3215 0.1555 9.3215 0.1555 2.4210 0.0276 0.9290 0.0056 23.2220 2.9398 0.120297523505 0.000e+00
disk VELA05 390 4.162 1.5641025641 6 F160W 305.4111 0.1519 299.2207 0.0437 19.7754 0.0053 64.1094 0.2004 64.1094 0.2004 1.0000 0.0 0.2270 0.0008 88.3465 0.0473 0.177877260929 0.000e+00
bulge VELA05 390 4.162 1.5641025641 6 F160W 300.2600 0.0172 300.9785 0.0137 19.8140 0.0057 16.7435 0.1197 16.7435 0.1197 2.6432 0.0104 0.6364 0.0032 88.1037 0.3298 0.130526835131 0.000e+00
disk VELA05 400 4.316 1.5 0 F160W 300.6477 0.2655 302.6521 0.2088 19.6153 0.0087 57.2161 0.3271 57.2161 0.3271 1.0000 0.0 0.8171 0.0037 80.3867 0.9269 0.203220015738 0.000e+00
other VELA05 400 4.316 1.5 0 F160W 134.0834 0.1316 549.2577 0.1103 20.1328 0.0067 30.2464 0.2234 30.2464 0.2234 1.3538 0.0169 0.8393 0.0059 62.1401 1.5044 0.459924027891 0.000e+00
bulge VELA05 400 4.316 1.5 0 F160W 300.6440 0.0148 300.4020 0.0133 19.5561 0.0079 13.4371 0.1640 13.4371 0.164 3.3450 0.0310 0.9463 0.0077 -26.1198 5.7516 0.100458328011 0.000e+00
other VELA05 400 4.316 1.5 1 F160W 47.8549 0.0892 240.8339 0.0759 20.0395 0.0048 35.8178 0.2016 35.8178 0.2016 1.2938 0.0097 0.5470 0.0024 -50.4057 0.2803 0.422749595886 0.000e+00
disk VELA05 400 4.316 1.5 1 F160W 295.2353 0.1824 299.7755 0.0473 19.5908 0.0047 62.0660 0.2287 62.066 0.2287 1.0000 0.0 0.1927 0.0009 -86.3544 0.0527 0.19564123634 0.000e+00
bulge VELA05 400 4.316 1.5 1 F160W 300.6105 0.0166 299.8876 0.0150 19.7143 0.0054 17.3838 0.1295 17.3838 0.1295 2.7542 0.0138 0.7012 0.0034 80.4035 0.5987 0.124231276556 0.000e+00
disk VELA05 400 4.316 1.5 5 F160W 300.8144 0.2069 301.0974 0.1988 19.4599 0.0147 56.1671 0.1645 56.1671 0.1645 1.0000 0.0 0.7935 0.0038 -83.6026 0.6962 0.195185645916 0.000e+00
other VELA05 400 4.316 1.5 5 F160W 479.2021 0.1532 496.9314 0.0937 20.1018 0.0068 32.6022 0.2295 32.6022 0.2295 1.2473 0.0118 0.5829 0.0033 80.3280 0.3943 0.471522260908 0.000e+00
bulge VELA05 400 4.316 1.5 5 F160W 300.4715 0.0133 300.2682 0.0192 19.7220 0.0179 10.8395 0.2742 10.8395 0.2742 2.9069 0.0417 0.9085 0.0076 31.5100 3.2858 0.0979570584593 0.000e+00
other VELA05 400 4.316 1.5 6 F160W 457.9479 0.1056 242.8584 0.0669 19.9539 0.0042 44.2815 0.2563 44.2815 0.2563 1.4868 0.0105 0.4860 0.0020 59.4169 0.1668 0.45202751819 0.000e+00
disk VELA05 400 4.316 1.5 6 F160W 302.9448 0.1394 300.2685 0.0496 19.5123 0.0043 56.1477 0.1680 56.1477 0.168 1.0000 0.0 0.2473 0.0010 -89.5458 0.0669 0.180303568186 0.000e+00
bulge VELA05 400 4.316 1.5 6 F160W 300.5417 0.0167 300.5257 0.0103 19.9307 0.0067 14.7181 0.1662 14.7181 0.1662 2.9708 0.0210 0.6529 0.0043 80.4998 0.5975 0.128475608081 0.000e+00
other VELA05 400 4.316 1.5 7 F160W 391.4650 0.0220 13.8872 0.0375 20.2530 0.0074 21.9903 0.2578 21.9903 0.2578 3.4217 0.0364 0.8317 0.0065 16.0371 1.7216 0.394614908822 0.000e+00
disk VELA05 400 4.316 1.5 7 F160W 302.0967 0.1488 299.9895 0.1634 19.3919 0.0111 54.7721 0.2176 54.7721 0.2176 1.0000 0.0 0.8684 0.0031 -34.6727 0.9768 0.206547588955 0.000e+00
bulge VELA05 400 4.316 1.5 7 F160W 300.4031 0.0143 300.6069 0.0141 19.8157 0.0164 9.3053 0.2080 9.3053 0.208 2.6508 0.0386 0.9615 0.0081 63.2678 7.4093 0.111406123689 0.000e+00
other VELA05 400 4.316 1.5 8 F160W 590.2719 0.0247 368.9260 0.0287 20.2619 0.0075 21.2287 0.2513 21.2287 0.2513 3.5435 0.0358 0.8387 0.0066 -70.9506 1.8629 0.39398901776 0.000e+00
disk VELA05 400 4.316 1.5 8 F160W 300.7947 0.1570 301.6143 0.1424 19.3759 0.0099 54.3430 0.2282 54.343 0.2282 1.0000 0.0 0.8580 0.0030 53.8153 0.9040 0.208554307703 0.000e+00
bulge VELA05 400 4.316 1.5 8 F160W 300.3765 0.0152 300.3990 0.0151 19.8480 0.0153 9.0435 0.1866 9.0435 0.1866 2.5884 0.0357 0.9420 0.0080 -28.0611 4.9317 0.117009144821 0.000e+00
